movement_id,product_id,warehouse_code,movement_date,movement_timestamp,movement_type,quantity_units,unit_cost_idr,total_value_idr,lot_number,expiry_date,from_location,to_location,truck_id,driver_id,temperature_log_c,humidity_pct,reference_doc,is_quarantine,remarks
1130916444,31169987,WH-13,2023-12-27,2023-12-27 14:43:13,Return,7.07,62060.93,334463.36,LOT45545897,2025-02-12,RACK-D34,RACK-E05,TRK-052,3010,20.8,66.1,DO353820,No,Near expiry
7035891355,66737943,WH-05,2022-04-02,2022-04-02 05:56:23,Inbound,23.73,94456.84,3214612.42,LOT84659136,2023-06-27,RACK-B35,RACK-D03,TRK-021,3090,-6.4,45.1,DO756833,No,OK
3699708315,91182194,WH-08,2022-02-27,2022-02-27 02:36:35,Inbound,10.11,75145.13,1086104.69,LOT18988477,2022-07-30,RACK-F46,RACK-F32,TRK-034,3028,4.1,67.6,DO690358,No,OK
2123775893,26924095,WH-06,2021-08-17,2021-08-17 07:44:29,Outbound,94.64,87484.28,1778975.82,LOT55600632,2023-01-19,RACK-F49,RACK-C32,TRK-046,3088,0.1,59.9,DO761632,No,Urgent order
2973012691,87180572,WH-09,2020-05-27,2020-05-27 18:29:35,Outbound,4.25,34848.31,239739.72,LOT73682784,2021-02-24,RACK-C28,RACK-A28,TRK-012,3048,11.9,83.5,DO593089,No,Overstock
5258995295,68547420,WH-11,2023-04-29,2023-04-29 02:06:44,Inbound,181.72,67072.29,23915797.27,LOT53552918,2023-12-21,RACK-G36,RACK-C48,TRK-043,3073,9.9,77.8,DO507789,No,Routine
4017693397,57125669,WH-13,2020-04-09,2020-04-09 08:45:37,Inbound,2.2,77933.52,105309.31,LOT92834581,2021-08-29,RACK-E02,RACK-D45,TRK-057,3097,5.1,65.3,DO519960,No,Near expiry
1662740459,82346336,WH-05,2021-09-11,2021-09-11 19:40:57,Outbound,5.26,115071.31,245680.19,LOT41241998,2022-03-12,RACK-C21,RACK-D40,TRK-043,3015,4.2,42.5,DO439474,No,Urgent order
2354347755,56335568,WH-03,2022-12-17,2022-12-17 05:38:48,Inbound,38.1,52622.73,4589466.43,LOT41945891,2024-09-01,RACK-H33,RACK-D37,TRK-051,3040,3.8,40.4,DO286007,No,Near expiry
4153035176,51249853,WH-02,2023-12-02,2023-12-02 14:58:05,Outbound,58.61,79566.38,5499282.51,LOT57026021,2025-07-10,RACK-G07,RACK-H15,TRK-010,3054,5.0,85.5,DO570695,No,Overstock
1047290490,60293805,WH-09,2020-10-30,2020-10-30 12:49:03,Sample,24.75,43031.69,3008915.72,LOT65686630,2021-02-19,RACK-C47,RACK-F37,TRK-005,3088,20.3,69.9,DO855089,No,Backorder fill
7131204844,32900850,WH-05,2024-01-17,2024-01-17 12:27:03,Transfer,52.86,138139.0,819972.7,LOT19402112,2024-04-25,RACK-B06,RACK-A33,TRK-042,3041,-21.8,43.9,DO167995,No,Routine
4028549963,15744435,WH-03,2021-12-29,2021-12-29 20:14:39,Outbound,37.69,97214.07,1937307.83,LOT42041683,2023-12-07,RACK-F48,RACK-H02,TRK-038,3090,19.0,45.4,DO718597,No,OK
3083116582,95807210,WH-08,2022-07-21,2022-07-21 04:55:00,Outbound,18.01,42015.55,901694.23,LOT96337346,2023-05-11,RACK-E28,RACK-C18,TRK-010,3084,-19.6,65.2,DO119688,No,Overstock
8520405159,10487426,WH-12,2021-09-30,2021-09-30 09:24:44,Return,1.09,34482.76,114324.65,LOT17567378,2022-07-11,RACK-A22,RACK-H35,TRK-046,3036,23.9,83.1,DO714356,No,Near expiry
2215569455,30459600,WH-09,2021-08-06,2021-08-06 22:54:13,Outbound,12.02,31349.89,1787509.0,LOT69093956,2023-05-22,RACK-A42,RACK-B38,TRK-046,3058,-7.1,65.2,DO154547,No,Urgent order
6655831682,89857107,WH-14,2020-11-28,2020-11-28 13:27:29,Inbound,3.03,128922.86,269616.68,LOT84699826,2021-12-27,RACK-D16,RACK-F04,TRK-016,3071,-4.4,73.3,DO310896,No,Routine
7684912017,68354218,WH-07,2022-12-29,2022-12-29 18:35:10,Inbound,22.75,32859.15,2243822.76,LOT40892183,2024-11-18,RACK-H11,RACK-E42,TRK-027,3072,-17.8,49.5,DO436181,No,Routine
6248864881,95992249,WH-05,2021-03-20,2021-03-20 14:04:44,Outbound,23.71,70309.86,2991956.77,LOT26174887,2021-11-19,RACK-E38,RACK-B05,TRK-050,3037,17.9,58.7,DO452561,No,Cold chain breach
1411804528,63744219,WH-08,2020-04-18,2020-04-18 21:01:28,Outbound,53.2,64064.27,6988026.48,LOT99832756,2021-01-04,RACK-C26,RACK-E34,TRK-007,3029,16.6,41.0,DO456944,No,Routine
6862164436,32375753,WH-12,2023-10-14,2023-10-14 21:33:13,Outbound,97.04,120100.81,9082773.33,LOT68993278,2025-06-19,RACK-D03,RACK-F26,TRK-008,3070,-3.4,47.3,DO251437,No,OK
8867063016,99502156,WH-12,2023-01-05,2023-01-05 07:15:57,Inbound,109.84,90197.73,5296833.2,LOT79978056,2024-08-09,RACK-A35,RACK-G09,TRK-011,3067,18.5,88.9,DO714458,Yes,Damaged packaging
6043879859,98992544,WH-07,2021-03-28,2021-03-28 09:30:49,Transfer,30.82,115598.84,1692182.37,LOT74327000,2021-08-14,RACK-F44,RACK-H42,TRK-052,3008,11.3,51.6,DO753869,No,Near expiry
8558528518,82705178,WH-13,2023-01-11,2023-01-11 17:33:21,Adjustment,22.67,72234.24,1625572.69,LOT37603658,2024-04-09,RACK-H48,RACK-H01,TRK-021,3119,12.4,46.5,DO264042,No,Damaged packaging
9543327214,24233243,WH-11,2023-10-24,2023-10-24 17:53:41,Outbound,160.12,117378.88,6737292.11,LOT49431904,2024-09-05,RACK-B38,RACK-A40,TRK-060,3041,-7.7,51.9,DO325724,No,Near expiry
6108592091,52504048,WH-12,2023-01-26,2023-01-26 20:20:17,Inbound,16.72,140175.49,1683304.99,LOT65340177,2024-02-16,RACK-H40,RACK-A09,TRK-008,3029,17.1,49.6,DO846041,No,Backorder fill
7555610520,24035365,WH-14,2023-03-25,2023-03-25 09:02:09,Adjustment,7.31,71634.91,697197.86,LOT12575513,2025-01-17,RACK-B01,RACK-F28,TRK-051,3042,19.7,84.6,DO851005,No,OK
1913201234,14998694,WH-04,2021-04-03,2021-04-03 17:40:51,Sample,3.63,8794.74,405075.54,LOT12762015,2022-01-14,RACK-E35,RACK-E08,TRK-056,3079,18.5,50.4,DO267922,No,Cold chain breach
9913343666,81217663,WH-13,2020-09-06,2020-09-06 01:56:55,Inbound,8.77,110217.46,351756.84,LOT71980856,2021-03-21,RACK-F47,RACK-F41,TRK-056,3112,-16.7,85.9,DO155242,No,Backorder fill
2702085770,94732324,WH-06,2021-09-13,2021-09-13 21:47:35,Adjustment,8.54,59306.97,199225.4,LOT39697339,2022-10-21,RACK-C22,RACK-F04,TRK-006,3105,-15.1,75.9,DO991838,No,Cold chain breach
7064885277,77370462,WH-10,2021-07-22,2021-07-22 11:11:12,Inbound,5.25,118059.71,677419.18,LOT24018182,2022-12-21,RACK-C23,RACK-H45,TRK-056,3083,-19.8,82.1,DO331377,No,Near expiry
2683635453,85067998,WH-04,2022-08-30,2022-08-30 07:15:25,Inbound,26.03,6592.86,3492838.14,LOT13056505,2024-02-10,RACK-D39,RACK-C25,TRK-037,3071,12.0,67.9,DO198912,No,Overstock
6957992088,69040962,WH-15,2020-01-03,2020-01-03 13:49:40,Scrap,47.91,58732.09,1995133.43,LOT16128377,2021-02-19,RACK-D38,RACK-C40,TRK-031,3094,24.6,52.5,DO382227,No,Urgent order
6649424841,47564824,WH-06,2024-10-14,2024-10-14 14:58:27,Inbound,14.08,66064.49,1941956.86,LOT33974694,2026-06-09,RACK-G49,RACK-C17,TRK-002,3108,-4.2,81.4,DO959675,No,OK
2687490456,66348520,WH-07,2022-07-03,2022-07-03 20:10:29,Inbound,3.11,60514.86,83117.75,LOT85683100,2023-12-28,RACK-G15,RACK-E15,TRK-020,3001,24.6,88.1,DO735281,No,OK
5604609285,90426700,WH-02,2022-01-25,2022-01-25 03:21:57,Adjustment,20.91,9205.93,1434038.65,LOT22108227,2023-02-02,RACK-H48,RACK-D30,TRK-049,3050,-21.0,40.9,DO100388,No,Near expiry
8348830471,26944723,WH-10,2024-04-23,2024-04-23 22:38:07,Outbound,3.37,69482.07,387404.7,LOT14361725,2025-09-02,RACK-B15,RACK-F37,TRK-029,3096,-2.6,65.1,DO428360,Yes,Near expiry
5439920370,49379804,WH-08,2024-07-26,2024-07-26 11:29:46,Outbound,62.09,75783.97,6587360.87,LOT50010008,2024-09-18,RACK-E31,RACK-D24,TRK-001,3080,-4.4,71.1,DO353646,Yes,Backorder fill
3467730707,36431693,WH-03,2022-11-07,2022-11-07 14:33:56,Outbound,1.32,74830.72,70548.14,LOT69335606,2024-09-09,RACK-B04,RACK-A16,TRK-051,3039,-12.1,70.1,DO943611,No,Near expiry
5351521883,82805626,WH-03,2021-09-18,2021-09-18 02:26:02,Sample,71.74,70607.98,1254786.78,LOT12699939,2022-08-03,RACK-C01,RACK-C17,TRK-043,3026,-6.7,45.9,DO309734,No,Backorder fill
8972255230,21607149,WH-13,2022-08-25,2022-08-25 20:50:15,Inbound,19.79,91783.8,889307.34,LOT50390323,2024-07-12,RACK-B39,RACK-E10,TRK-003,3067,-0.8,65.5,DO283635,No,Damaged packaging
6006650616,22774733,WH-03,2022-09-09,2022-09-09 21:51:33,Outbound,8.92,13507.82,314310.28,LOT91158000,2023-04-04,RACK-H27,RACK-E38,TRK-049,3084,12.9,49.7,DO934582,No,Routine
9176190141,22542208,WH-04,2022-01-02,2022-01-02 22:53:28,Outbound,50.48,115649.9,6980439.27,LOT23838879,2023-08-06,RACK-F28,RACK-E02,TRK-052,3097,-13.5,69.4,DO661171,No,Backorder fill
8858332810,88711723,WH-15,2022-07-18,2022-07-18 12:44:06,Outbound,9.91,9778.25,1237890.5,LOT13867336,2022-12-21,RACK-B44,RACK-H05,TRK-032,3054,24.2,65.0,DO508395,No,OK
7792995264,57211819,WH-07,2023-08-13,2023-08-13 13:42:30,Inbound,35.78,148629.31,3622660.06,LOT66354576,2024-04-17,RACK-F28,RACK-H46,TRK-053,3028,-12.3,70.7,DO556988,No,Backorder fill
3275924577,57806519,WH-11,2020-02-15,2020-02-15 20:12:12,Adjustment,38.6,83777.55,4834024.14,LOT98279311,2020-08-09,RACK-C11,RACK-H46,TRK-040,3055,-11.2,89.3,DO393656,No,Overstock
1862317881,31877776,WH-13,2024-08-13,2024-08-13 09:56:54,Transfer,8.7,51152.46,1084384.75,LOT95850383,2026-01-17,RACK-E17,RACK-A43,TRK-054,3061,21.9,70.9,DO734257,No,Overstock
1840305363,90852001,WH-07,2023-09-20,2023-09-20 20:48:13,Adjustment,5.16,139511.13,291998.19,LOT72204127,2024-07-11,RACK-H14,RACK-G01,TRK-042,3091,13.4,89.0,DO284887,No,Near expiry
4251851040,20837288,WH-02,2020-10-19,2020-10-19 23:37:45,Outbound,17.56,19594.3,150375.33,LOT90325393,2021-04-05,RACK-G26,RACK-D34,TRK-041,3110,-19.3,46.4,DO491675,No,Cold chain breach
4158509279,73876273,WH-12,2024-05-26,2024-05-26 23:59:04,Inbound,200.09,31698.16,25375650.84,LOT70098952,2025-09-05,RACK-B32,RACK-D05,TRK-004,3091,-7.7,87.8,DO897052,No,OK
8256895173,18319245,WH-14,2021-08-17,2021-08-17 05:52:04,Inbound,7.55,134223.61,1101166.94,LOT23662696,2022-03-06,RACK-E46,RACK-E36,TRK-052,3080,16.5,49.3,DO472978,No,Overstock
6015275932,61010552,WH-14,2021-10-09,2021-10-09 07:05:22,Inbound,57.84,94950.61,1135709.88,LOT74712025,2023-04-26,RACK-C37,RACK-D14,TRK-029,3023,-14.8,71.7,DO987556,No,Urgent order
5999309325,50230578,WH-06,2023-01-16,2023-01-16 04:12:13,Transfer,22.63,127939.76,479939.39,LOT63972215,2024-11-28,RACK-H47,RACK-A02,TRK-017,3106,18.4,46.1,DO367928,No,Cold chain breach
5242741322,26327350,WH-02,2024-06-06,2024-06-06 16:46:29,Outbound,53.56,48069.95,1799826.04,LOT67451316,2026-04-28,RACK-G43,RACK-H09,TRK-040,3111,-9.8,40.1,DO305308,No,Near expiry
8772953001,33877615,WH-06,2022-01-03,2022-01-03 05:20:59,Inbound,17.01,46102.16,1066625.35,LOT77864502,2023-09-29,RACK-H42,RACK-C25,TRK-060,3071,-5.3,59.4,DO178890,No,Overstock
5966221499,82992906,WH-02,2022-05-13,2022-05-13 15:50:32,Outbound,16.82,138024.21,1679498.07,LOT32645340,2023-03-27,RACK-D17,RACK-A15,TRK-017,3035,-11.6,51.0,DO898423,No,Near expiry
5701214115,58726383,WH-09,2022-05-04,2022-05-04 22:29:08,Inbound,93.63,17932.15,7245721.25,LOT99287200,2023-10-01,RACK-C27,RACK-F26,TRK-043,3109,12.4,75.3,DO446375,Yes,Cold chain breach
7802858322,16922413,WH-12,2020-01-29,2020-01-29 01:08:59,Return,87.97,70454.75,3232341.4,LOT28569902,2021-07-25,RACK-C23,RACK-G45,TRK-023,3090,-12.2,75.1,DO268057,No,Cold chain breach
7275103366,75486642,WH-01,2022-05-13,2022-05-13 17:22:26,Return,22.47,130006.46,2167556.01,LOT86758978,2022-08-27,RACK-A30,RACK-C13,TRK-055,3085,20.2,52.5,DO998283,No,Routine
3144627248,21161628,WH-01,2023-07-20,2023-07-20 20:52:34,Outbound,163.79,76279.74,14907721.52,LOT16034066,2024-08-10,RACK-H40,RACK-A38,TRK-043,3018,-20.3,42.3,DO999471,No,OK
6847024217,10582475,WH-01,2020-10-18,2020-10-18 09:47:52,Outbound,14.94,8565.81,1922101.37,LOT31650080,2021-12-02,RACK-B30,RACK-C36,TRK-052,3006,19.2,55.5,DO404099,No,Routine
1933854982,15810950,WH-04,2023-12-03,2023-12-03 00:52:04,Adjustment,150.03,12621.5,8147622.05,LOT32935155,2024-12-12,RACK-G23,RACK-C43,TRK-011,3002,12.8,59.8,DO326321,No,Cold chain breach
2449755200,45225766,WH-11,2021-05-05,2021-05-05 12:55:04,Adjustment,11.8,143334.34,875455.14,LOT62900432,2021-10-07,RACK-A14,RACK-B17,TRK-041,3075,-21.6,64.2,DO176897,No,Routine
3462492354,19306956,WH-15,2023-08-16,2023-08-16 02:19:14,Outbound,80.08,36778.8,4029493.39,LOT45110450,2024-01-08,RACK-H35,RACK-F47,TRK-036,3038,13.8,64.8,DO942227,No,Near expiry
6207081375,32510197,WH-11,2023-05-26,2023-05-26 07:07:02,Transfer,8.04,33695.7,871685.67,LOT55980592,2024-10-09,RACK-G28,RACK-H12,TRK-019,3080,-4.2,62.9,DO491079,No,Backorder fill
4858770949,91165337,WH-05,2022-11-17,2022-11-17 14:15:43,Outbound,2.98,41434.02,166336.81,LOT81573618,2024-01-08,RACK-C46,RACK-A35,TRK-020,3010,19.0,69.7,DO472573,No,Near expiry
8387259329,80872214,WH-08,2020-09-11,2020-09-11 10:34:15,Outbound,45.05,117069.9,1453653.72,LOT50703460,2020-11-28,RACK-F44,RACK-B01,TRK-060,3036,3.1,54.8,DO481020,No,Routine
4743813848,86485461,WH-12,2023-07-02,2023-07-02 05:01:55,Inbound,11.87,149746.11,359773.94,LOT15051770,2024-07-11,RACK-F19,RACK-B27,TRK-056,3053,-10.0,52.9,DO579928,No,Near expiry
7726548721,53775088,WH-14,2024-06-02,2024-06-02 08:31:51,Inbound,83.19,123551.93,5910457.61,LOT18561103,2025-01-30,RACK-C09,RACK-C33,TRK-032,3044,24.5,66.6,DO133185,No,Backorder fill
2867851837,68440838,WH-02,2022-07-02,2022-07-02 21:58:55,Inbound,7.46,59902.87,151781.06,LOT35008859,2024-02-17,RACK-A21,RACK-E27,TRK-003,3116,13.3,52.5,DO224539,No,Routine
9343340055,74340407,WH-07,2022-11-11,2022-11-11 17:53:34,Sample,321.09,27525.85,37121335.37,LOT41368413,2024-07-02,RACK-C50,RACK-A44,TRK-045,3110,-17.2,53.9,DO459910,No,Backorder fill
8325905070,77505649,WH-07,2021-08-05,2021-08-05 18:50:41,Outbound,1.0,26408.24,132055.65,LOT57893472,2023-07-13,RACK-E15,RACK-H04,TRK-001,3114,-13.4,83.9,DO413585,No,Near expiry
1977070993,80814162,WH-10,2021-01-24,2021-01-24 10:44:16,Inbound,25.87,73269.64,3289700.79,LOT63856538,2022-09-09,RACK-A23,RACK-G50,TRK-010,3062,20.9,60.2,DO887549,No,Near expiry
4729377381,75591751,WH-15,2020-10-01,2020-10-01 11:18:13,Inbound,49.76,41922.07,6375437.07,LOT56359167,2022-06-25,RACK-H36,RACK-F16,TRK-022,3049,20.8,48.0,DO943925,No,Urgent order
6177222710,13215205,WH-09,2022-02-02,2022-02-02 17:35:48,Outbound,14.04,114672.61,311855.6,LOT65479292,2022-06-11,RACK-C41,RACK-F12,TRK-015,3016,10.4,85.9,DO732397,No,Backorder fill
5019600208,30060476,WH-08,2021-01-21,2021-01-21 16:11:55,Return,0.46,104374.29,59981.24,LOT47682860,2021-02-14,RACK-B22,RACK-H48,TRK-020,3101,1.4,41.7,DO616230,No,Overstock
9935565681,10850838,WH-11,2024-12-09,2024-12-09 09:23:39,Transfer,16.3,144316.25,354697.02,LOT88740856,2025-09-03,RACK-B16,RACK-F18,TRK-019,3022,-18.3,72.4,DO965117,No,OK
5605998506,62876748,WH-03,2023-06-30,2023-06-30 07:38:41,Adjustment,12.98,129738.21,1302129.62,LOT45245719,2024-10-23,RACK-E09,RACK-G15,TRK-027,3111,14.6,67.0,DO678401,No,Urgent order
7062063867,72614245,WH-03,2022-06-02,2022-06-02 23:29:23,Outbound,52.68,137450.73,7210281.78,LOT50916686,2022-07-19,RACK-B21,RACK-H24,TRK-011,3103,7.2,82.8,DO314764,No,Damaged packaging
3257909331,37722269,WH-06,2021-03-11,2021-03-11 09:13:13,Outbound,35.87,59881.73,4826807.5,LOT52947515,2022-02-19,RACK-F47,RACK-C03,TRK-022,3112,21.3,41.7,DO365731,No,Cold chain breach
6549646629,14508201,WH-14,2024-12-12,2024-12-12 06:28:54,Outbound,7.51,38591.21,675073.91,LOT43504667,2025-12-13,RACK-D34,RACK-D17,TRK-018,3037,-3.1,75.1,DO189534,Yes,Backorder fill
2600687648,33070708,WH-12,2020-04-17,2020-04-17 20:54:22,Return,46.51,73934.21,1069093.05,LOT43272635,2021-04-11,RACK-F34,RACK-C10,TRK-010,3035,-16.2,73.1,DO210291,No,Damaged packaging
2648004831,21300921,WH-07,2023-10-10,2023-10-10 03:43:49,Transfer,8.53,106865.01,1075476.26,LOT11882626,2023-10-11,RACK-A02,RACK-H08,TRK-042,3105,21.3,74.9,DO565166,Yes,Backorder fill
6826137803,96721574,WH-02,2024-10-30,2024-10-30 19:02:01,Inbound,12.03,10180.32,813612.33,LOT94623603,2025-03-22,RACK-F37,RACK-C09,TRK-020,3060,23.4,42.7,DO340192,No,Routine
4226327953,85124403,WH-03,2021-07-20,2021-07-20 18:59:15,Adjustment,29.08,11146.67,1925698.18,LOT94005045,2023-07-10,RACK-B48,RACK-H20,TRK-029,3085,13.4,87.8,DO622423,No,Backorder fill
1834976653,34448269,WH-08,2020-06-18,2020-06-18 06:47:31,Sample,6.83,114311.84,237088.85,LOT73551804,2022-05-12,RACK-B06,RACK-B14,TRK-051,3082,2.0,48.7,DO528327,No,Routine
5894706651,19278185,WH-13,2021-12-05,2021-12-05 11:36:25,Transfer,25.88,121323.4,691163.76,LOT66328472,2023-10-11,RACK-F16,RACK-G16,TRK-001,3033,21.9,69.1,DO925808,No,OK
2287817831,10499598,WH-14,2020-09-07,2020-09-07 12:51:26,Inbound,8.98,7007.12,963842.12,LOT29090243,2021-12-09,RACK-H04,RACK-D18,TRK-057,3062,-11.6,54.9,DO340527,No,Overstock
7339381455,16452381,WH-09,2024-08-14,2024-08-14 10:34:48,Transfer,7.68,137973.77,557601.33,LOT17023696,2026-02-17,RACK-E18,RACK-A48,TRK-044,3118,10.8,58.0,DO805414,No,OK
6339842407,66937376,WH-07,2021-02-05,2021-02-05 17:13:20,Inbound,7.44,70670.32,812564.65,LOT92834035,2022-01-08,RACK-D06,RACK-B12,TRK-010,3075,-11.0,50.5,DO357773,Yes,Overstock
1363119545,61854773,WH-02,2020-02-10,2020-02-10 03:10:00,Outbound,2.78,7707.91,82019.93,LOT84178740,2021-07-15,RACK-G22,RACK-A01,TRK-027,3080,-9.3,51.4,DO371132,No,OK
1023962351,47942066,WH-04,2021-09-27,2021-09-27 10:30:25,Return,49.97,68408.82,4783547.26,LOT20712508,2023-01-17,RACK-D23,RACK-G14,TRK-044,3114,13.7,83.0,DO127220,No,Damaged packaging
7457768930,95545289,WH-06,2020-04-23,2020-04-23 05:06:23,Scrap,16.54,104189.97,1142391.29,LOT38813578,2022-03-31,RACK-B32,RACK-B22,TRK-046,3099,-7.9,75.2,DO270960,No,Overstock
4858639494,42811240,WH-14,2023-05-16,2023-05-16 09:02:54,Inbound,4.1,130955.87,444375.22,LOT36171788,2025-04-25,RACK-F40,RACK-G11,TRK-024,3070,1.8,59.1,DO174970,No,Near expiry
2306130067,47136665,WH-06,2022-07-07,2022-07-07 08:03:13,Outbound,3.35,77658.89,189087.04,LOT76797313,2024-06-23,RACK-D26,RACK-D01,TRK-025,3074,-16.1,72.4,DO645438,No,Routine
6999208723,79380155,WH-15,2023-06-25,2023-06-25 13:02:02,Outbound,61.9,45357.78,2956735.21,LOT43082907,2025-02-25,RACK-B01,RACK-A03,TRK-051,3070,-6.8,51.2,DO639680,No,Backorder fill
5045317295,93775893,WH-11,2021-07-18,2021-07-18 02:57:15,Outbound,10.78,138561.42,1379467.48,LOT14224995,2021-11-18,RACK-D25,RACK-F10,TRK-050,3060,-19.2,50.2,DO170964,No,OK
8370835103,47372011,WH-05,2022-01-10,2022-01-10 04:57:06,Inbound,99.89,86928.38,12280782.09,LOT76258447,2022-05-26,RACK-B33,RACK-E42,TRK-027,3119,-21.5,42.3,DO404012,No,OK
7325470687,84900709,WH-13,2020-04-12,2020-04-12 20:51:05,Adjustment,160.56,48934.19,7688441.0,LOT40908002,2022-01-12,RACK-G14,RACK-G19,TRK-057,3049,-17.4,78.1,DO645790,No,Urgent order
5551994136,18147031,WH-13,2024-10-23,2024-10-23 00:40:47,Inbound,22.77,89183.25,1617198.51,LOT15843594,2025-12-12,RACK-F29,RACK-H04,TRK-008,3106,-21.1,53.5,DO280811,No,OK
2974540846,90912254,WH-11,2022-04-27,2022-04-27 16:13:19,Inbound,262.08,43013.34,32176591.35,LOT88146749,2022-08-28,RACK-E25,RACK-F08,TRK-040,3001,-21.0,42.8,DO597820,No,Near expiry
1744655955,12057159,WH-14,2020-04-01,2020-04-01 05:08:55,Inbound,4.42,95060.73,439933.96,LOT72474134,2021-04-10,RACK-D18,RACK-C40,TRK-038,3012,-3.2,65.7,DO143013,No,Damaged packaging
6383310152,18590200,WH-13,2024-09-29,2024-09-29 16:50:37,Outbound,115.62,34918.31,14321142.68,LOT30696065,2024-10-27,RACK-B39,RACK-B14,TRK-024,3027,8.5,82.8,DO598351,No,Overstock
4241534200,78921845,WH-14,2022-12-16,2022-12-16 22:19:23,Scrap,51.73,67398.92,2432698.04,LOT60411006,2023-09-03,RACK-E38,RACK-F46,TRK-010,3062,-10.2,64.9,DO420931,No,Overstock
1911114199,63029173,WH-10,2022-12-29,2022-12-29 08:00:02,Return,35.67,57097.98,1666857.88,LOT91257290,2023-05-10,RACK-C49,RACK-F06,TRK-002,3004,-15.7,55.2,DO186409,No,Damaged packaging
4942278522,45605083,WH-15,2022-08-03,2022-08-03 14:39:39,Outbound,15.07,93750.96,1288521.13,LOT42877548,2023-05-01,RACK-C47,RACK-C22,TRK-025,3051,-13.2,42.3,DO211265,No,OK
4038435578,86212780,WH-01,2020-03-31,2020-03-31 09:39:17,Inbound,5.04,145849.69,514025.22,LOT71496401,2020-11-29,RACK-G37,RACK-E06,TRK-027,3075,-19.0,71.1,DO403849,No,Routine
8875709774,55397039,WH-11,2024-12-05,2024-12-05 20:26:55,Outbound,3.98,36949.35,442272.13,LOT27254443,2026-04-18,RACK-D24,RACK-G19,TRK-052,3083,-20.0,70.3,DO633997,No,OK
6511768727,26727790,WH-05,2023-08-15,2023-08-15 08:23:35,Inbound,15.5,140848.7,1112031.08,LOT67907347,2024-09-30,RACK-E07,RACK-B06,TRK-006,3095,9.5,53.5,DO881451,No,Routine
6571695064,83870478,WH-04,2020-11-06,2020-11-06 01:50:26,Outbound,47.18,131669.79,2065596.36,LOT20258340,2021-12-19,RACK-E30,RACK-G17,TRK-034,3003,-14.9,47.1,DO462743,No,Damaged packaging
3811575482,62767773,WH-15,2021-01-19,2021-01-19 07:05:09,Outbound,8.56,32663.07,426915.99,LOT77082275,2021-04-09,RACK-C01,RACK-D28,TRK-043,3028,-17.1,60.4,DO456710,No,Urgent order
6860321101,11085558,WH-15,2023-08-08,2023-08-08 09:57:03,Outbound,19.34,107433.1,1410636.23,LOT11798441,2024-01-28,RACK-F12,RACK-C32,TRK-002,3006,1.7,58.6,DO939686,No,OK
8046602480,91753589,WH-04,2024-05-01,2024-05-01 23:59:37,Outbound,23.95,58213.25,1378835.19,LOT62464104,2024-09-02,RACK-B06,RACK-H10,TRK-016,3042,-21.7,46.2,DO879602,No,Backorder fill
3133020559,23465942,WH-13,2021-11-09,2021-11-09 19:04:26,Inbound,1.84,57964.65,217442.58,LOT94221645,2022-08-14,RACK-D27,RACK-E07,TRK-015,3114,15.3,49.6,DO565012,No,Urgent order
4557212104,44274238,WH-11,2022-04-02,2022-04-02 20:57:19,Inbound,10.82,35108.41,96389.01,LOT42914883,2022-11-19,RACK-B29,RACK-G14,TRK-048,3077,-18.1,50.3,DO322190,No,OK
4033374364,85891682,WH-15,2021-02-13,2021-02-13 04:09:12,Transfer,24.04,5682.69,2091755.77,LOT98056789,2021-08-11,RACK-A15,RACK-G15,TRK-012,3078,5.7,56.7,DO885750,No,Overstock
7436387693,77782645,WH-04,2023-05-02,2023-05-02 02:28:48,Inbound,3.68,48367.18,182587.82,LOT58466588,2024-04-15,RACK-H29,RACK-C24,TRK-031,3024,-16.6,52.9,DO936588,No,Backorder fill
2342765073,79395508,WH-12,2024-09-15,2024-09-15 11:58:28,Outbound,24.55,70795.44,570494.24,LOT83363244,2025-08-20,RACK-H37,RACK-H29,TRK-033,3019,-19.4,69.1,DO235249,No,Routine
9631452583,38620379,WH-14,2022-02-13,2022-02-13 22:17:39,Outbound,66.68,95828.99,6406937.02,LOT72456360,2022-07-01,RACK-H03,RACK-F07,TRK-060,3061,-11.6,64.5,DO600003,No,Cold chain breach
2541341103,85014926,WH-04,2020-06-22,2020-06-22 13:20:00,Adjustment,46.14,11424.9,1812912.01,LOT96454713,2021-09-26,RACK-B50,RACK-F49,TRK-013,3061,-14.8,40.5,DO123750,No,OK
3641295790,22388152,WH-09,2020-10-12,2020-10-12 11:53:11,Inbound,23.36,109543.27,1914495.6,LOT58227871,2022-09-16,RACK-F26,RACK-G27,TRK-033,3008,6.5,47.9,DO685001,No,Routine
7796059024,60184648,WH-03,2020-11-15,2020-11-15 06:11:49,Outbound,45.47,22992.11,1586687.59,LOT50813174,2021-05-15,RACK-F25,RACK-A10,TRK-013,3035,18.5,88.4,DO677523,No,Overstock
6939131457,43437210,WH-01,2020-01-16,2020-01-16 07:55:37,Transfer,13.14,103245.75,1603019.36,LOT60517929,2021-11-17,RACK-B30,RACK-D42,TRK-056,3112,-18.4,68.2,DO241389,No,Overstock
6728135032,78752893,WH-06,2024-04-21,2024-04-21 06:53:51,Outbound,3.56,44017.11,163989.91,LOT80135171,2024-10-07,RACK-A10,RACK-G45,TRK-019,3089,18.2,52.5,DO948492,No,Urgent order
