cow_id,rfid_tag,breed,date_of_birth,acquisition_date,farm_code,region,health_status,feed_program,weight_kg,lactation_number,avg_daily_yield_liters,is_pregnant,vaccination_status,last_vet_check,milk_fat_pct,milk_protein_pct,somatic_cell_count,is_active,notes
7221581,RF289389404,Guernsey,2017-07-22,2019-07-01,FARM-022,Central Java,Good,Hay-Based,399.8,5,20.28,Yes,Up-to-date,2024-08-24,4.65,3.21,530477,Yes,Excellent genetics
1257807,RF419015590,Jersey,2014-01-03,2015-06-14,FARM-031,South Sulawesi,Under Treatment,Standard Mix,358.2,1,24.94,Yes,Up-to-date,2024-03-13,5.32,4.11,758129,No,Low yield alert
2797914,RF338643182,Guernsey,2018-08-22,2021-03-03,FARM-006,Yogyakarta,Good,Standard Mix,443.4,2,23.79,Yes,Up-to-date,2024-10-22,5.39,3.3,102641,Yes,None
5452128,RF357192727,Guernsey,2021-11-05,2022-06-15,FARM-037,South Sulawesi,Excellent,Pasture-Fed,476.7,5,29.52,No,Overdue,2023-01-08,5.54,3.61,746860,Yes,None
9613666,RF446738634,Guernsey,2017-11-03,2020-09-02,FARM-037,West Java,Excellent,Standard Mix,366.5,4,16.99,Yes,Up-to-date,2024-02-03,3.8,2.89,623763,Yes,None
4469093,RF924340305,Jersey,2018-07-14,2019-09-07,FARM-007,East Java,Under Treatment,Hay-Based,442.2,1,13.04,Yes,Up-to-date,2023-03-07,4.8,3.77,341147,No,Excellent genetics
1519979,RF435861412,Jersey,2016-05-26,2017-01-26,FARM-019,Central Java,Fair,Standard Mix,457.4,5,12.19,No,Up-to-date,2024-12-28,4.23,3.72,625270,Yes,Recovering
3682671,RF970282786,Montbéliarde,2017-07-25,2021-12-19,FARM-013,East Java,Good,Standard Mix,409.7,3,20.33,No,Up-to-date,2023-03-15,4.7,4.0,144814,Yes,Monitor closely
1814896,RF517936178,Montbéliarde,2012-09-20,2013-11-14,FARM-025,East Java,Excellent,Concentrate Rich,532.8,1,15.6,No,Up-to-date,2024-04-12,4.94,3.08,584694,Yes,Recovering
5779824,RF238278691,Jersey,2018-09-06,2020-09-01,FARM-038,Yogyakarta,Fair,Concentrate Rich,488.1,1,20.08,No,Up-to-date,2023-01-31,4.11,3.21,293348,Yes,Monitor closely
5255545,RF549356849,Holstein,2021-11-23,2022-09-10,FARM-027,Central Java,Good,Organic Blend,575.3,5,28.12,No,Partial,2024-09-30,3.86,3.08,743832,No,Low yield alert
2830713,RF991798525,Holstein,2014-12-05,2015-09-03,FARM-036,Yogyakarta,Excellent,Standard Mix,588.2,3,33.01,Yes,Up-to-date,2024-11-17,5.43,3.27,694181,Yes,Monitor closely
9253243,RF731862479,Brown Swiss,2018-05-05,2019-07-04,FARM-034,Bali,Good,Premium Silage,463.4,2,18.67,No,Up-to-date,2023-03-24,5.19,3.45,794839,Yes,Recovering
9646460,RF457277559,Holstein,2016-10-27,2017-10-23,FARM-026,East Java,Excellent,Hay-Based,564.4,1,31.67,No,Overdue,2023-06-08,4.46,4.04,646564,Yes,Excellent genetics
2470273,RF909908872,Guernsey,2015-04-18,2018-12-28,FARM-008,Yogyakarta,Good,Organic Blend,410.5,2,20.45,No,Up-to-date,2023-07-05,5.52,3.87,654110,Yes,Low yield alert
4567426,RF887259542,Jersey,2019-03-31,2021-11-15,FARM-003,West Java,Excellent,Hay-Based,382.6,1,17.3,No,Overdue,2024-05-17,3.26,3.22,251126,Yes,High performer
9712003,RF660349652,Holstein,2014-05-18,2016-05-20,FARM-032,Central Java,Good,Standard Mix,565.4,2,17.61,No,Up-to-date,2024-09-16,3.52,3.64,246231,Yes,Excellent genetics
2666893,RF376481452,Guernsey,2015-06-16,2018-01-21,FARM-007,Central Java,Excellent,Concentrate Rich,493.6,1,18.83,No,Up-to-date,2023-08-12,3.99,3.22,178947,Yes,None
1913231,RF717703991,Holstein,2013-12-25,2017-07-30,FARM-017,South Sulawesi,Excellent,Premium Silage,566.3,1,31.06,No,Up-to-date,2023-03-11,4.07,3.64,223986,Yes,Recovering
3092879,RF776188505,Holstein,2015-07-11,2016-10-12,FARM-036,West Java,Good,Premium Silage,489.0,5,21.42,Yes,Partial,2024-04-13,3.21,3.13,266224,No,Excellent genetics
3617171,RF994269440,Holstein,2019-12-13,2023-05-25,FARM-013,East Java,Under Treatment,Standard Mix,561.0,3,24.45,No,Up-to-date,2024-09-27,4.96,3.76,513814,Yes,High performer
3355029,RF564837370,Ayrshire,2014-01-15,2017-08-30,FARM-039,Bali,Excellent,Standard Mix,413.2,1,21.75,No,Up-to-date,2023-07-03,3.75,3.9,544041,Yes,None
7549342,RF167854167,Holstein,2015-01-06,2016-09-29,FARM-027,West Java,Good,Concentrate Rich,459.7,2,29.67,No,Up-to-date,2024-09-16,5.74,3.42,170448,Yes,Recovering
2240929,RF674039046,Guernsey,2015-08-10,2017-08-02,FARM-001,East Java,Excellent,Standard Mix,441.2,3,21.75,No,Up-to-date,2024-07-12,4.68,4.16,736555,No,Excellent genetics
5484964,RF385796079,Holstein,2013-03-19,2017-09-19,FARM-016,East Java,Excellent,Premium Silage,615.6,3,26.24,No,Up-to-date,2024-10-08,3.94,4.07,261619,Yes,High performer
5222820,RF452545762,Brown Swiss,2018-11-14,2021-09-28,FARM-021,West Java,Good,Concentrate Rich,384.3,1,24.03,No,Up-to-date,2023-03-26,4.64,3.62,480253,Yes,Monitor closely
3420581,RF372422659,Jersey,2012-08-31,2013-10-12,FARM-040,West Java,Fair,Standard Mix,476.1,2,14.3,No,Up-to-date,2024-09-06,4.17,3.7,698050,Yes,Excellent genetics
9089445,RF701995199,Brown Swiss,2013-11-08,2016-07-26,FARM-002,Central Java,Good,Hay-Based,351.1,3,18.26,No,Up-to-date,2023-08-12,3.31,3.11,103577,Yes,Monitor closely
8106413,RF451851889,Jersey,2016-12-23,2019-08-16,FARM-004,West Java,Fair,Standard Mix,323.0,1,24.65,No,Overdue,2023-01-07,5.74,3.52,700954,No,Monitor closely
7516590,RF260014918,Normande,2020-09-19,2021-08-17,FARM-016,Yogyakarta,Excellent,Hay-Based,475.5,1,8.83,No,Up-to-date,2023-12-28,5.37,3.61,422214,Yes,Monitor closely
4469169,RF183513105,Holstein,2012-05-05,2013-06-12,FARM-025,West Java,Excellent,Premium Silage,662.9,4,29.57,Yes,Up-to-date,2023-05-18,5.21,3.87,396521,Yes,Recovering
7942580,RF936764554,Jersey,2020-09-27,2022-03-14,FARM-016,South Sulawesi,Excellent,Premium Silage,516.0,5,16.72,No,Partial,2024-07-28,4.13,3.56,203666,Yes,High performer
3944885,RF647108784,Holstein,2017-11-22,2023-04-07,FARM-022,Central Java,Under Treatment,Premium Silage,444.1,3,32.42,No,Up-to-date,2023-08-31,4.7,3.37,160577,Yes,Low yield alert
8106422,RF969517115,Holstein,2015-10-20,2020-10-10,FARM-022,South Sulawesi,Poor,Concentrate Rich,476.3,2,33.22,Yes,Partial,2024-06-10,5.66,4.12,707943,Yes,Excellent genetics
8925622,RF942382409,Guernsey,2012-06-13,2015-02-20,FARM-010,Bali,Good,Hay-Based,314.5,1,27.32,No,Up-to-date,2023-12-20,3.99,3.14,230372,No,Monitor closely
8630712,RF774216354,Holstein,2018-11-24,2019-12-06,FARM-026,East Java,Poor,Hay-Based,530.8,1,31.26,No,Up-to-date,2024-02-25,4.56,2.9,767775,Yes,Recovering
7385526,RF281298240,Holstein,2012-05-19,2017-10-07,FARM-010,North Sumatra,Fair,Standard Mix,444.9,1,34.95,No,Overdue,2024-05-17,5.2,3.13,533238,Yes,Excellent genetics
9515457,RF538958943,Jersey,2021-09-06,2023-10-10,FARM-037,South Sulawesi,Excellent,Premium Silage,363.3,5,26.39,No,Up-to-date,2023-04-18,3.76,3.73,539811,Yes,Excellent genetics
3092954,RF426846580,Holstein,2020-09-28,2021-09-30,FARM-006,Central Java,Good,Organic Blend,651.9,3,31.89,No,Overdue,2023-03-04,5.17,3.36,55002,Yes,Excellent genetics
6009306,RF411920397,Holstein,2018-08-27,2022-04-27,FARM-032,Bali,Good,Hay-Based,557.7,1,32.16,No,Overdue,2023-10-20,4.69,3.17,359385,Yes,None
2634202,RF992610975,Brown Swiss,2012-11-20,2014-09-04,FARM-039,Central Java,Good,Pasture-Fed,465.9,4,14.92,No,Overdue,2023-09-21,5.03,3.31,280744,Yes,Excellent genetics
4731363,RF491661627,Holstein,2018-10-01,2021-11-10,FARM-010,Central Java,Excellent,Organic Blend,591.8,4,24.93,No,Up-to-date,2023-11-09,3.23,3.96,641481,Yes,Excellent genetics
8106470,RF493645462,Holstein,2019-09-06,2023-12-11,FARM-019,East Java,Good,Concentrate Rich,607.1,2,30.7,No,Up-to-date,2024-04-10,3.69,3.09,594571,Yes,High performer
5059047,RF799971608,Holstein,2019-05-29,2019-12-11,FARM-030,South Sulawesi,Good,Standard Mix,469.8,1,29.52,No,Up-to-date,2023-06-11,4.61,3.33,650595,Yes,Excellent genetics
5059048,RF428639336,Holstein,2015-09-03,2019-08-30,FARM-015,Bali,Excellent,Pasture-Fed,606.0,1,32.51,No,Overdue,2023-01-18,3.48,3.73,103467,Yes,None
9646569,RF652845028,Jersey,2014-09-27,2016-01-04,FARM-020,East Java,Good,Organic Blend,386.2,1,14.82,No,Partial,2023-10-10,5.11,2.97,422782,Yes,Excellent genetics
7516648,RF306825063,Holstein,2021-01-01,2021-12-23,FARM-026,West Java,Good,Organic Blend,555.0,5,28.74,Yes,Up-to-date,2024-12-19,3.99,3.83,319765,Yes,Low yield alert
2568678,RF181677086,Ayrshire,2021-02-04,2023-09-21,FARM-001,Central Java,Excellent,Hay-Based,446.9,2,21.2,Yes,Up-to-date,2024-10-10,5.45,3.12,479741,Yes,Low yield alert
2503148,RF376230651,Holstein,2013-01-02,2018-05-08,FARM-002,Yogyakarta,Good,Pasture-Fed,540.5,3,25.81,Yes,Overdue,2024-02-15,3.8,3.61,657593,Yes,Excellent genetics
5255656,RF761542862,Montbéliarde,2015-06-18,2016-03-02,FARM-032,East Java,Good,Pasture-Fed,332.7,6,18.88,No,Up-to-date,2024-10-19,3.77,3.51,398491,No,High performer
5714408,RF576239401,Holstein,2013-03-24,2016-02-20,FARM-023,West Java,Excellent,Hay-Based,422.6,3,25.69,No,Partial,2023-06-12,3.47,3.07,736285,Yes,None
7942639,RF406249707,Guernsey,2015-08-27,2016-04-11,FARM-033,South Sulawesi,Good,Concentrate Rich,439.7,6,12.2,No,Overdue,2024-09-20,5.38,3.55,645464,Yes,Low yield alert
5747180,RF484014682,Normande,2019-01-30,2020-11-19,FARM-033,West Java,Excellent,Premium Silage,400.3,5,22.7,Yes,Up-to-date,2024-04-15,3.26,3.62,348348,Yes,High performer
8434162,RF739850672,Holstein,2021-11-02,2023-08-17,FARM-002,Central Java,Poor,Organic Blend,571.3,1,27.95,No,Up-to-date,2023-12-07,3.75,4.2,109835,Yes,None
4567549,RF859345160,Brown Swiss,2017-04-03,2019-12-20,FARM-034,East Java,Fair,Standard Mix,425.3,2,23.18,Yes,Up-to-date,2023-06-11,4.23,3.72,797701,No,Low yield alert
3912192,RF639573078,Ayrshire,2017-07-17,2021-01-11,FARM-038,Central Java,Good,Hay-Based,334.6,1,21.82,No,Up-to-date,2023-08-28,3.39,3.5,422786,Yes,Low yield alert
6238726,RF102893032,Jersey,2015-07-23,2018-05-18,FARM-021,South Sulawesi,Good,Concentrate Rich,409.6,4,13.35,No,Up-to-date,2024-01-25,4.75,2.93,425170,Yes,None
6533643,RF746122194,Holstein,2019-02-27,2021-06-04,FARM-040,Central Java,Poor,Concentrate Rich,602.8,2,19.44,No,Partial,2024-02-26,4.54,3.66,648128,Yes,None
4207115,RF112668679,Holstein,2017-03-29,2020-11-10,FARM-017,West Java,Excellent,Organic Blend,625.8,4,34.8,No,Up-to-date,2024-11-17,3.31,4.08,554522,Yes,Excellent genetics
3813903,RF482659459,Holstein,2014-08-20,2016-11-01,FARM-032,Bali,Fair,Premium Silage,533.6,1,29.38,No,Up-to-date,2024-12-04,4.91,3.51,692187,No,Excellent genetics
2568722,RF766872924,Holstein,2014-01-10,2018-09-22,FARM-019,South Sulawesi,Poor,Premium Silage,559.8,2,37.51,No,Partial,2023-06-04,5.25,3.91,184619,Yes,Low yield alert
2961940,RF312974137,Holstein,2014-10-19,2018-12-07,FARM-036,Central Java,Poor,Standard Mix,567.7,1,26.55,No,Up-to-date,2023-05-14,5.27,3.63,731119,Yes,High performer
8434202,RF445812148,Ayrshire,2019-03-08,2024-05-02,FARM-019,Aceh,Good,Hay-Based,310.8,2,24.91,No,Up-to-date,2024-03-21,4.27,3.48,204164,Yes,High performer
4502044,RF451092395,Jersey,2020-03-12,2024-10-27,FARM-019,East Java,Good,Hay-Based,412.2,4,16.39,No,Up-to-date,2023-02-12,3.26,3.98,293274,Yes,Low yield alert
4010529,RF895771663,Guernsey,2018-07-21,2021-09-08,FARM-004,West Java,Fair,Hay-Based,485.6,2,9.45,No,Overdue,2023-04-03,5.15,3.66,704140,Yes,Excellent genetics
8466983,RF875457050,Guernsey,2014-09-24,2020-03-13,FARM-025,North Sumatra,Excellent,Standard Mix,478.8,5,21.92,Yes,Up-to-date,2024-12-14,3.4,2.88,452577,Yes,High performer
9974312,RF264970532,Holstein,2019-05-03,2020-05-09,FARM-040,Bali,Good,Standard Mix,514.1,1,28.28,No,Overdue,2024-09-22,5.61,3.34,99729,Yes,None
7189034,RF827778240,Jersey,2020-02-06,2022-04-15,FARM-030,Yogyakarta,Excellent,Premium Silage,483.6,1,18.01,No,Up-to-date,2023-12-30,4.51,3.61,89636,Yes,Excellent genetics
6730290,RF755975216,Jersey,2021-09-25,2024-10-17,FARM-006,Yogyakarta,Good,Concentrate Rich,423.7,1,17.33,No,Up-to-date,2023-04-12,5.61,3.16,787806,Yes,None
8663605,RF186398788,Jersey,2019-05-16,2023-05-25,FARM-014,Central Java,Excellent,Premium Silage,435.1,5,18.9,Yes,Up-to-date,2024-04-01,4.22,2.95,474542,Yes,Recovering
7320122,RF683781693,Guernsey,2014-01-17,2019-04-27,FARM-018,West Java,Excellent,Premium Silage,413.3,2,15.52,No,Partial,2024-06-26,4.02,3.87,313594,Yes,High performer
2765375,RF595227180,Holstein,2014-09-29,2015-06-11,FARM-015,Central Java,Poor,Standard Mix,532.7,5,25.21,No,Up-to-date,2023-09-01,3.44,4.12,325695,Yes,None
5517895,RF447981249,Holstein,2018-01-29,2018-09-23,FARM-040,West Java,Good,Standard Mix,553.4,1,29.33,No,Up-to-date,2023-03-31,4.41,4.13,411649,Yes,None
2437708,RF608198850,Montbéliarde,2019-03-15,2022-07-16,FARM-010,East Java,Good,Premium Silage,347.6,6,23.49,No,Up-to-date,2024-09-07,3.59,3.04,368799,Yes,Excellent genetics
1880654,RF554655868,Jersey,2019-11-21,2023-02-09,FARM-024,Central Java,Good,Pasture-Fed,471.2,1,20.23,No,Overdue,2023-03-13,3.83,3.28,790815,Yes,Low yield alert
9548370,RF590684864,Milking Shorthorn,2013-09-22,2014-12-10,FARM-002,West Java,Fair,Organic Blend,465.3,2,13.29,No,Overdue,2023-12-17,5.0,3.43,731884,Yes,Excellent genetics
3158613,RF704955392,Jersey,2018-02-20,2022-08-15,FARM-033,East Java,Good,Standard Mix,401.5,1,19.3,Yes,Up-to-date,2023-11-28,4.87,3.9,71969,Yes,Recovering
6632022,RF751919498,Holstein,2012-04-08,2016-04-21,FARM-001,West Java,Good,Standard Mix,581.5,2,28.7,Yes,Up-to-date,2023-12-09,4.5,3.05,391909,Yes,Recovering
9646691,RF289452916,Milking Shorthorn,2019-11-19,2021-10-05,FARM-011,Central Java,Good,Organic Blend,490.9,2,23.57,No,Up-to-date,2023-05-13,3.71,3.58,594163,Yes,Monitor closely
2765414,RF864318700,Holstein,2012-09-06,2016-05-18,FARM-011,Aceh,Excellent,Concentrate Rich,709.4,3,24.09,Yes,Up-to-date,2024-05-26,4.85,3.62,245801,Yes,None
1454696,RF194455835,Milking Shorthorn,2020-12-14,2022-10-21,FARM-007,Yogyakarta,Excellent,Pasture-Fed,394.0,5,28.86,No,Overdue,2024-10-21,5.18,3.02,669864,Yes,Excellent genetics
9351785,RF592185934,Holstein,2012-05-27,2015-06-18,FARM-012,East Java,Excellent,Premium Silage,687.4,3,20.39,Yes,Up-to-date,2023-05-06,5.66,3.24,433913,Yes,Recovering
9941610,RF949756656,Holstein,2014-08-28,2019-04-20,FARM-029,East Java,Fair,Concentrate Rich,605.6,2,42.73,No,Overdue,2024-10-07,4.06,3.7,685672,No,Monitor closely
6402667,RF138204783,Jersey,2013-09-13,2015-10-28,FARM-023,West Java,Excellent,Premium Silage,449.6,2,8.99,No,Up-to-date,2024-01-14,4.53,4.02,279317,Yes,Excellent genetics
9646701,RF400294642,Holstein,2021-09-14,2023-02-21,FARM-023,Yogyakarta,Under Treatment,Hay-Based,465.2,1,28.9,No,Up-to-date,2024-04-09,5.58,3.41,762952,No,Monitor closely
7975534,RF578247371,Holstein,2015-03-15,2017-05-25,FARM-011,North Sumatra,Poor,Premium Silage,546.6,4,34.32,No,Up-to-date,2023-05-09,5.23,3.22,623890,Yes,Low yield alert
1815153,RF298631973,Holstein,2012-04-11,2012-11-01,FARM-011,East Java,Fair,Concentrate Rich,608.2,1,26.79,No,Up-to-date,2024-05-20,3.6,3.05,304088,Yes,Recovering
5878387,RF382847300,Guernsey,2017-01-09,2018-06-15,FARM-019,West Java,Fair,Pasture-Fed,378.8,2,27.78,No,Up-to-date,2024-07-19,5.33,3.27,435432,Yes,High performer
3453557,RF719932804,Holstein,2020-12-11,2024-07-24,FARM-025,Central Java,Good,Standard Mix,481.9,1,29.43,No,Partial,2024-11-25,5.18,3.15,161527,No,None
1847927,RF553012844,Brown Swiss,2012-01-13,2015-05-14,FARM-010,West Java,Fair,Hay-Based,405.8,3,20.9,No,Up-to-date,2023-04-21,4.51,3.74,326723,Yes,High performer
4076154,RF852211494,Guernsey,2021-05-16,2024-01-12,FARM-025,Yogyakarta,Under Treatment,Standard Mix,379.7,3,22.81,No,Up-to-date,2023-01-29,4.48,3.71,343290,Yes,High performer
6173311,RF594291580,Ayrshire,2012-11-21,2014-09-18,FARM-015,Central Java,Good,Standard Mix,494.9,3,26.38,No,Up-to-date,2024-11-03,4.0,3.67,128377,Yes,High performer
7647878,RF339325549,Holstein,2019-09-20,2021-11-18,FARM-029,South Sulawesi,Good,Concentrate Rich,634.2,2,26.79,No,Up-to-date,2023-03-26,4.06,3.45,334647,Yes,High performer
4240006,RF684789118,Holstein,2019-06-21,2020-01-11,FARM-024,Yogyakarta,Good,Standard Mix,537.3,1,26.47,No,Up-to-date,2024-01-25,5.03,3.29,780531,Yes,None
1749647,RF970818169,Holstein,2015-06-24,2019-04-23,FARM-024,East Java,Good,Pasture-Fed,586.4,3,22.31,Yes,Overdue,2024-11-18,5.74,4.11,654869,Yes,Low yield alert
9548432,RF272758566,Guernsey,2012-02-24,2017-06-28,FARM-017,East Java,Fair,Hay-Based,431.0,2,13.99,No,Up-to-date,2024-05-26,3.9,3.64,578494,Yes,High performer
4895376,RF299386027,Jersey,2013-11-30,2015-04-30,FARM-020,East Java,Excellent,Standard Mix,474.6,1,17.72,No,Up-to-date,2024-12-07,5.39,3.78,86194,Yes,None
1749657,RF630786487,Holstein,2013-01-24,2015-10-30,FARM-024,East Java,Good,Hay-Based,572.3,1,24.89,No,Up-to-date,2024-08-08,5.64,3.23,708372,Yes,High performer
7254683,RF806763271,Normande,2017-09-14,2022-09-22,FARM-021,East Java,Good,Concentrate Rich,416.6,2,24.68,No,Overdue,2024-09-26,5.76,3.94,757620,No,Excellent genetics
2962077,RF469360791,Guernsey,2017-12-04,2022-09-27,FARM-018,East Java,Fair,Standard Mix,458.6,3,22.99,No,Up-to-date,2023-03-25,5.03,3.55,254645,Yes,None
3551903,RF828369641,Milking Shorthorn,2016-02-05,2019-08-26,FARM-001,South Sulawesi,Excellent,Premium Silage,479.6,1,15.28,Yes,Overdue,2023-10-10,3.53,2.97,557120,Yes,Excellent genetics
3289764,RF841881163,Jersey,2015-02-27,2019-02-04,FARM-027,East Java,Fair,Standard Mix,524.6,4,19.4,No,Up-to-date,2023-03-10,3.82,3.78,195807,Yes,Monitor closely
2306728,RF127201198,Holstein,2015-08-21,2020-03-13,FARM-024,East Java,Fair,Pasture-Fed,636.9,1,25.32,No,Up-to-date,2024-03-17,3.54,3.51,725946,Yes,None
1192619,RF647503096,Holstein,2013-04-09,2017-05-28,FARM-033,South Sulawesi,Good,Standard Mix,628.7,1,38.6,No,Up-to-date,2024-10-20,3.62,2.86,225236,No,None
3486379,RF625960609,Guernsey,2013-05-23,2014-06-22,FARM-009,East Java,Good,Standard Mix,481.6,3,17.42,Yes,Up-to-date,2023-05-03,3.54,3.59,511355,Yes,Recovering
7156398,RF326828495,Holstein,2012-01-19,2013-12-13,FARM-001,Bali,Excellent,Organic Blend,531.1,2,20.5,No,Partial,2023-12-25,3.58,4.09,90784,Yes,Low yield alert
9646766,RF812882797,Holstein,2020-04-06,2021-12-09,FARM-036,East Java,Fair,Hay-Based,541.8,5,30.34,Yes,Up-to-date,2024-01-29,5.67,3.2,363516,Yes,Low yield alert
8630962,RF779433459,Guernsey,2018-08-17,2021-08-30,FARM-005,West Java,Good,Hay-Based,333.1,2,20.08,Yes,Up-to-date,2023-09-22,4.21,3.35,707922,Yes,Recovering
9777848,RF572568609,Guernsey,2016-10-28,2018-07-27,FARM-033,North Sumatra,Fair,Standard Mix,427.4,4,17.31,No,Overdue,2023-10-27,4.16,3.69,580906,Yes,None
9188027,RF941140105,Milking Shorthorn,2016-06-01,2019-04-28,FARM-021,Central Java,Good,Standard Mix,454.6,5,15.9,Yes,Up-to-date,2023-12-21,5.77,3.9,483113,No,Monitor closely
5616316,RF430736815,Holstein,2020-08-30,2022-04-10,FARM-030,West Java,Excellent,Organic Blend,612.8,2,33.99,No,Up-to-date,2023-02-20,5.61,3.26,342225,Yes,Recovering
5550787,RF106391631,Milking Shorthorn,2015-04-26,2016-05-01,FARM-022,East Java,Good,Premium Silage,464.9,4,20.0,No,Up-to-date,2023-01-16,4.88,3.71,453557,No,Low yield alert
3093190,RF308010307,Guernsey,2016-11-21,2017-12-03,FARM-020,East Java,Good,Premium Silage,379.8,1,16.94,No,Up-to-date,2023-05-30,4.78,3.24,588476,Yes,Low yield alert
5747402,RF897061275,Milking Shorthorn,2019-09-05,2020-09-14,FARM-031,Bali,Good,Standard Mix,560.7,1,21.58,No,Overdue,2023-11-26,4.84,2.91,142085,Yes,Recovering
8565450,RF158744496,Jersey,2021-10-18,2024-04-22,FARM-021,Aceh,Under Treatment,Standard Mix,455.5,1,21.21,Yes,Up-to-date,2024-01-22,4.01,3.8,444862,Yes,None
9089743,RF766110366,Holstein,2013-11-06,2018-07-13,FARM-004,Bali,Good,Premium Silage,470.7,3,30.35,Yes,Up-to-date,2024-04-15,4.94,3.29,63910,Yes,None
1651407,RF101316157,Normande,2018-07-24,2022-02-12,FARM-033,Central Java,Good,Premium Silage,452.1,3,24.97,No,Up-to-date,2023-07-15,5.24,3.89,335602,No,None
5780177,RF602241364,Milking Shorthorn,2019-09-03,2023-10-21,FARM-018,West Java,Under Treatment,Premium Silage,404.5,3,25.34,No,Up-to-date,2024-03-18,5.32,3.07,257732,Yes,None
4272848,RF426432707,Milking Shorthorn,2016-01-27,2019-11-19,FARM-039,Yogyakarta,Fair,Standard Mix,349.9,3,22.17,Yes,Up-to-date,2023-12-17,5.57,3.49,297390,Yes,Low yield alert
8041170,RF795345769,Holstein,2019-12-03,2022-11-03,FARM-012,Yogyakarta,Good,Organic Blend,522.5,1,31.2,No,Up-to-date,2023-10-01,4.16,4.09,534980,No,High performer
4043480,RF809556586,Holstein,2013-02-01,2017-05-08,FARM-016,East Java,Poor,Concentrate Rich,545.8,5,27.04,No,Up-to-date,2023-11-23,5.24,4.12,549292,Yes,Monitor closely
5485272,RF880665670,Milking Shorthorn,2017-07-13,2020-08-14,FARM-030,Yogyakarta,Good,Pasture-Fed,495.1,6,27.64,No,Up-to-date,2024-04-09,4.52,3.02,456956,Yes,None
5190365,RF650947854,Holstein,2021-08-17,2023-04-07,FARM-015,Central Java,Excellent,Standard Mix,667.3,1,30.58,No,Up-to-date,2023-08-04,5.7,3.89,666952,Yes,None
6337250,RF948473226,Holstein,2013-08-27,2014-07-17,FARM-038,North Sumatra,Fair,Pasture-Fed,588.3,3,29.35,No,Overdue,2024-11-09,4.98,4.15,424433,Yes,Excellent genetics
2044645,RF234219077,Holstein,2020-03-03,2022-07-17,FARM-011,East Java,Excellent,Hay-Based,482.6,2,29.18,No,Up-to-date,2024-05-31,4.35,4.04,679269,Yes,None
6861544,RF899143611,Holstein,2012-06-19,2013-03-26,FARM-015,West Java,Excellent,Standard Mix,529.9,3,26.43,No,Up-to-date,2023-08-21,4.48,3.59,470053,Yes,Monitor closely
8205036,RF604902983,Brown Swiss,2016-07-04,2020-04-05,FARM-039,West Java,Excellent,Standard Mix,361.5,2,21.51,No,Up-to-date,2024-09-13,3.21,3.61,100232,Yes,None
4535025,RF824311521,Holstein,2018-06-23,2023-03-31,FARM-033,South Sulawesi,Excellent,Standard Mix,462.8,3,32.02,No,Up-to-date,2024-08-11,5.52,4.03,314794,Yes,Monitor closely
4895475,RF325947640,Guernsey,2015-09-15,2019-09-02,FARM-004,Bali,Fair,Organic Blend,455.5,3,25.36,No,Up-to-date,2023-02-04,4.05,3.88,161687,Yes,High performer
9745141,RF129841276,Holstein,2014-06-16,2014-12-20,FARM-023,North Sumatra,Excellent,Premium Silage,504.7,5,24.29,No,Up-to-date,2023-11-26,3.71,3.86,357764,Yes,Monitor closely
7320310,RF499999701,Jersey,2020-05-07,2022-03-22,FARM-035,Central Java,Excellent,Hay-Based,400.1,3,25.14,Yes,Overdue,2023-11-14,3.68,3.59,331972,Yes,High performer
6206200,RF947442889,Holstein,2021-08-07,2024-04-29,FARM-035,Central Java,Fair,Pasture-Fed,503.9,3,30.16,No,Partial,2024-08-04,3.83,2.82,496599,Yes,Monitor closely
7254777,RF185456172,Holstein,2017-04-07,2021-02-28,FARM-005,North Sumatra,Fair,Premium Silage,602.5,1,32.13,Yes,Up-to-date,2023-05-10,5.7,3.0,173723,No,None
9024252,RF197990605,Holstein,2012-12-11,2015-01-01,FARM-021,Bali,Excellent,Standard Mix,694.4,2,22.65,No,Overdue,2023-10-09,3.84,3.72,73501,Yes,Recovering
8663806,RF649334104,Jersey,2021-05-08,2024-01-14,FARM-009,Central Java,Poor,Premium Silage,415.2,3,22.27,No,Up-to-date,2024-06-29,3.79,3.15,77291,Yes,High performer
2503425,RF742770974,Holstein,2014-12-25,2015-12-07,FARM-030,East Java,Good,Standard Mix,532.8,3,30.17,Yes,Up-to-date,2023-08-23,5.05,4.16,262212,Yes,Recovering
9089795,RF880021059,Holstein,2021-04-01,2022-10-04,FARM-020,West Java,Good,Premium Silage,555.4,1,25.97,No,Overdue,2024-09-11,4.42,4.08,209001,Yes,Recovering
2208521,RF399489836,Ayrshire,2013-05-21,2017-08-26,FARM-037,North Sumatra,Excellent,Concentrate Rich,357.1,4,10.21,No,Up-to-date,2024-10-02,5.06,3.5,109058,Yes,Low yield alert
6337290,RF463339541,Holstein,2018-07-28,2023-11-12,FARM-031,West Java,Fair,Concentrate Rich,567.0,4,29.03,No,Up-to-date,2023-07-26,5.5,4.08,534370,Yes,High performer
1618704,RF398336158,Holstein,2014-05-11,2019-02-06,FARM-033,West Java,Fair,Standard Mix,577.2,2,28.89,Yes,Up-to-date,2023-05-30,3.51,3.56,531986,Yes,Excellent genetics
1487633,RF304826775,Jersey,2021-07-13,2024-05-14,FARM-007,East Java,Good,Pasture-Fed,384.9,6,17.77,No,Partial,2024-03-11,4.9,3.15,404873,Yes,None
