session_id,cow_id,farm_code,milking_date,milking_timestamp,shift,yield_liters,fat_percentage,protein_percentage,somatic_cell_count,temperature_celsius,machine_id,operator_id,quality_grade,lactose_percentage,conductivity_ms_cm,flow_rate_lpm,milking_duration_min,ph_level,is_flagged
840319288,3050009,FARM-033,2020-10-13,2020-10-13 03:19:45,Afternoon,13.86,5.94,4.13,215110,38.6,MCH-07,1083,Grade A,4.56,7.46,2.13,3.5,6.5,No
989758445,6725334,FARM-008,2022-03-05,2022-03-05 22:56:44,Morning,10.25,5.65,4.23,597072,38.8,MCH-05,1149,Grade A,4.71,4.04,2.71,4.2,6.4,No
163535963,3765541,FARM-013,2020-12-27,2020-12-27 22:35:12,Afternoon,10.12,5.25,3.43,458000,38.1,MCH-15,1079,Grade B,4.79,7.11,3.04,13.9,6.87,No
271762528,1759836,FARM-038,2021-01-12,2021-01-12 10:54:39,Evening,9.79,5.6,2.81,773454,38.7,MCH-28,1039,Grade B,4.28,7.21,2.19,4.8,6.6,No
164582074,3026754,FARM-040,2024-05-18,2024-05-18 07:32:02,Morning,14.24,5.28,3.87,122599,38.1,MCH-11,1016,Grade A,5.11,7.26,1.35,11.5,6.41,No
564362873,2144687,FARM-038,2020-12-14,2020-12-14 00:03:27,Morning,13.81,4.01,2.6,873287,38.4,MCH-27,1117,Grade A,4.18,6.86,1.3,13.3,6.78,No
329782670,1543335,FARM-004,2022-08-13,2022-08-13 15:17:00,Evening,11.81,4.97,4.21,843396,38.1,MCH-12,1074,Grade A,4.49,8.43,0.77,5.5,6.85,No
703714763,5901239,FARM-037,2022-05-15,2022-05-15 14:04:02,Afternoon,9.53,4.96,4.38,521299,39.1,MCH-29,1076,Grade B,4.22,4.68,1.14,5.0,6.67,No
558342033,8315906,FARM-016,2022-03-16,2022-03-16 19:54:44,Morning,11.59,5.34,3.62,314871,39.2,MCH-17,1125,Grade A,4.08,7.84,1.69,7.6,6.88,No
797215401,6696526,FARM-037,2024-02-07,2024-02-07 20:44:03,Afternoon,13.17,3.58,2.74,302750,39.2,MCH-03,1005,Grade A,4.56,5.82,2.03,6.0,6.69,No
810234916,7016144,FARM-018,2024-07-03,2024-07-03 01:32:29,Afternoon,12.7,4.06,2.75,327161,38.4,MCH-18,1080,Grade B,4.56,8.12,3.32,11.3,6.62,No
245909141,7401281,FARM-037,2020-06-18,2020-06-18 06:12:31,Evening,5.84,5.13,3.48,631113,38.4,MCH-13,1148,Grade B,4.85,4.27,3.37,10.0,6.69,Yes
220626115,6412444,FARM-036,2020-03-19,2020-03-19 06:17:59,Evening,7.65,3.22,4.15,464714,38.7,MCH-10,1029,Grade A,5.07,6.49,1.73,6.0,6.67,No
137796378,9712957,FARM-014,2020-01-05,2020-01-05 02:17:59,Afternoon,6.66,3.8,3.3,552811,38.1,MCH-24,1016,Grade A,4.61,6.87,2.77,9.5,6.43,No
819604063,5351203,FARM-004,2020-12-23,2020-12-23 20:49:41,Morning,18.21,4.13,2.57,553944,39.3,MCH-16,1091,Grade C,4.97,4.54,2.04,10.0,6.88,No
850755593,3127708,FARM-014,2021-06-13,2021-06-13 10:52:44,Morning,17.25,3.99,4.07,218599,39.2,MCH-12,1032,Grade A,4.06,8.12,2.43,14.6,6.78,No
868496946,4278387,FARM-019,2024-08-15,2024-08-15 02:01:24,Afternoon,9.05,5.4,4.08,333051,39.3,MCH-30,1082,Grade A,4.85,6.18,1.19,13.4,6.69,No
341042725,3024047,FARM-008,2023-12-07,2023-12-07 13:48:01,Morning,15.55,4.4,3.43,332330,39.2,MCH-28,1076,Grade A,5.17,6.21,3.29,3.4,6.7,No
437027524,8852085,FARM-022,2020-05-02,2020-05-02 19:22:24,Evening,10.66,5.94,3.79,554772,38.0,MCH-26,1062,Grade A,5.13,4.21,1.7,9.8,6.74,No
719616409,1198306,FARM-006,2020-11-02,2020-11-02 10:13:41,Morning,13.4,5.49,3.35,133459,38.8,MCH-08,1001,Grade B,4.68,7.72,2.25,6.6,6.43,No
556623876,7633663,FARM-013,2022-10-01,2022-10-01 13:05:09,Morning,12.63,5.18,4.38,217940,39.2,MCH-12,1070,Grade C,5.12,6.78,2.88,7.9,6.84,No
434773988,4921514,FARM-008,2020-06-26,2020-06-26 14:40:11,Morning,13.43,4.14,3.84,679805,38.2,MCH-28,1074,Grade A,4.93,6.28,1.81,3.1,6.46,No
155053393,2264218,FARM-001,2024-03-05,2024-03-05 11:51:56,Evening,9.84,4.3,3.15,148115,38.2,MCH-02,1144,Grade B,4.73,5.27,2.45,7.9,6.58,No
966919588,5811968,FARM-015,2020-08-16,2020-08-16 22:28:03,Evening,7.35,4.33,4.38,652088,39.4,MCH-11,1117,Rejected,4.14,7.63,0.85,14.2,6.67,No
230349813,5146693,FARM-012,2020-11-14,2020-11-14 23:48:25,Morning,17.37,4.01,2.59,626903,38.2,MCH-05,1010,Grade C,4.8,6.54,1.87,8.0,6.73,No
298589093,3617098,FARM-030,2022-06-01,2022-06-01 13:21:12,Morning,18.6,5.58,2.66,69549,38.5,MCH-12,1141,Grade B,4.01,4.83,2.01,6.8,6.67,No
643516204,9654113,FARM-035,2023-09-28,2023-09-28 02:31:31,Morning,18.05,4.45,3.72,339331,39.3,MCH-17,1016,Grade B,4.16,4.19,0.52,3.9,6.41,No
483293146,5800144,FARM-013,2020-05-02,2020-05-02 20:25:42,Evening,13.01,5.88,4.33,56065,38.6,MCH-04,1041,Grade A,4.69,8.1,3.39,7.3,6.56,No
610283159,2413999,FARM-018,2024-02-09,2024-02-09 05:19:54,Afternoon,17.53,4.41,4.25,142975,38.5,MCH-04,1114,Grade B,4.4,4.33,0.56,7.2,6.5,No
638177273,8339925,FARM-005,2023-01-19,2023-01-19 18:41:23,Evening,6.37,3.91,3.13,599332,38.1,MCH-14,1050,Grade B,4.65,7.15,2.46,10.4,6.71,No
243204395,6939158,FARM-024,2024-01-09,2024-01-09 07:03:42,Morning,11.68,5.99,3.93,681741,39.2,MCH-18,1020,Grade A,4.25,5.6,0.52,6.3,6.86,No
926292831,1966769,FARM-040,2024-02-07,2024-02-07 13:45:23,Evening,6.87,5.94,2.6,490121,38.9,MCH-09,1088,Grade A,5.04,4.99,2.97,14.8,6.84,No
187606065,2717572,FARM-007,2020-02-27,2020-02-27 16:53:15,Evening,6.14,5.22,3.75,491829,38.3,MCH-05,1132,Grade A,5.13,5.08,1.32,11.0,6.78,No
867755340,8182422,FARM-006,2024-05-24,2024-05-24 23:12:44,Morning,10.28,4.04,2.67,264774,38.4,MCH-10,1078,Grade B,4.08,5.43,0.86,9.0,6.64,No
204279782,2470854,FARM-032,2022-06-11,2022-06-11 00:33:24,Afternoon,8.75,5.24,2.82,567617,38.7,MCH-23,1031,Rejected,4.1,5.43,1.97,10.8,6.49,No
567739055,9994347,FARM-007,2022-11-03,2022-11-03 13:01:41,Morning,14.86,4.71,3.21,876255,38.4,MCH-17,1126,Grade B,4.95,7.67,0.64,11.4,6.69,No
459226007,3223631,FARM-035,2024-03-03,2024-03-03 10:46:07,Morning,7.24,5.75,2.94,313930,39.3,MCH-23,1106,Grade A,5.17,4.2,2.01,12.7,6.76,No
972081053,8164770,FARM-023,2020-09-18,2020-09-18 21:42:35,Evening,9.59,5.15,3.16,818443,38.1,MCH-15,1034,Grade A,4.13,8.19,3.36,9.6,6.46,No
593796814,7755367,FARM-037,2022-08-06,2022-08-06 18:22:09,Afternoon,11.24,3.53,3.74,147049,39.2,MCH-19,1101,Grade C,5.08,6.47,3.35,13.2,6.74,No
846710398,3658100,FARM-010,2020-03-05,2020-03-05 00:58:28,Evening,9.08,4.84,3.99,531839,39.4,MCH-05,1076,Grade A,4.68,5.25,1.7,12.5,6.61,No
138205782,9078508,FARM-026,2021-09-12,2021-09-12 01:47:08,Evening,8.78,4.79,3.26,722612,39.4,MCH-02,1038,Grade C,4.13,6.3,2.95,12.2,6.75,No
250811259,4082639,FARM-036,2021-06-16,2021-06-16 10:34:43,Afternoon,2.92,4.36,3.88,487809,39.4,MCH-23,1110,Grade C,5.14,6.56,0.94,14.9,6.61,No
268287284,3753418,FARM-032,2020-11-28,2020-11-28 10:34:18,Morning,17.86,5.1,4.12,635021,38.9,MCH-29,1146,Grade B,4.04,7.14,2.27,11.6,6.44,Yes
422421923,4915256,FARM-002,2023-06-08,2023-06-08 13:39:15,Evening,8.06,5.66,3.05,714694,38.8,MCH-07,1090,Grade A,4.74,5.04,1.43,10.6,6.48,No
612309708,4232305,FARM-031,2024-03-12,2024-03-12 09:13:37,Evening,9.81,5.21,4.31,65331,38.8,MCH-03,1104,Grade A,5.13,7.64,0.85,10.9,6.45,No
889392971,6690033,FARM-030,2020-11-03,2020-11-03 22:40:56,Morning,10.96,3.33,3.94,665070,38.5,MCH-21,1136,Grade A,4.8,6.72,3.21,7.2,6.77,No
837865741,6276722,FARM-020,2021-08-07,2021-08-07 02:23:44,Evening,7.63,5.56,3.54,601670,38.8,MCH-21,1086,Grade A,4.52,4.44,2.43,5.8,6.5,No
850875856,7278962,FARM-002,2022-01-06,2022-01-06 18:55:40,Morning,13.82,4.34,2.73,50598,38.7,MCH-19,1043,Grade A,4.1,6.39,1.99,11.1,6.71,No
455657524,2973853,FARM-021,2023-03-29,2023-03-29 02:35:40,Morning,12.6,4.31,3.06,328841,39.0,MCH-26,1138,Grade B,5.14,5.69,3.16,11.6,6.85,Yes
966861013,7900127,FARM-034,2022-02-15,2022-02-15 12:16:59,Afternoon,12.93,4.25,4.25,783077,38.8,MCH-05,1144,Grade A,4.81,8.49,3.22,6.4,6.73,No
674894900,6649968,FARM-005,2024-01-09,2024-01-09 16:25:30,Morning,12.94,3.32,3.19,75102,38.4,MCH-28,1059,Grade B,5.17,4.81,1.9,4.1,6.54,Yes
520986547,6766993,FARM-019,2022-08-16,2022-08-16 03:48:35,Morning,17.5,5.05,4.45,688185,39.2,MCH-06,1023,Grade C,4.07,5.41,2.32,4.4,6.64,No
804747097,2743975,FARM-030,2020-08-04,2020-08-04 04:13:30,Afternoon,11.19,4.78,4.23,117268,39.3,MCH-06,1050,Grade B,5.05,4.26,3.25,9.0,6.8,No
847202011,5597283,FARM-021,2022-10-02,2022-10-02 15:20:37,Afternoon,11.57,4.29,3.33,792619,39.5,MCH-07,1020,Grade C,4.25,7.35,1.46,12.3,6.54,No
406370156,6037595,FARM-036,2020-04-25,2020-04-25 05:35:08,Afternoon,8.31,4.23,4.14,462813,39.1,MCH-28,1127,Grade C,4.21,6.4,1.46,12.2,6.46,No
902116489,2157949,FARM-014,2021-05-14,2021-05-14 16:27:23,Afternoon,9.75,3.01,3.12,467006,39.5,MCH-21,1050,Grade A,5.05,6.49,0.72,8.8,6.7,No
881658873,9445004,FARM-029,2020-07-04,2020-07-04 09:56:52,Evening,8.47,4.64,3.01,147903,39.1,MCH-22,1060,Grade B,4.32,4.34,1.15,3.9,6.52,No
341859867,9796063,FARM-026,2023-12-28,2023-12-28 04:59:13,Afternoon,9.35,5.06,2.96,841560,38.1,MCH-08,1143,Grade A,4.17,7.57,0.52,14.9,6.77,No
491863732,9339992,FARM-038,2021-01-26,2021-01-26 01:07:48,Morning,12.41,5.17,4.47,898666,38.1,MCH-07,1069,Grade B,4.92,4.72,1.73,13.0,6.56,No
826531217,6334342,FARM-021,2021-05-12,2021-05-12 02:42:13,Morning,12.5,4.01,3.39,622610,38.6,MCH-21,1138,Grade C,4.49,5.01,2.24,6.4,6.51,No
928504862,4183910,FARM-025,2020-07-27,2020-07-27 19:47:36,Afternoon,11.09,4.03,4.16,538091,39.3,MCH-16,1054,Grade A,4.96,4.36,2.07,12.2,6.85,No
644775676,3472100,FARM-024,2024-09-25,2024-09-25 00:53:04,Morning,11.73,4.28,2.78,893098,38.9,MCH-04,1057,Grade B,4.81,5.22,2.8,4.3,6.54,No
517843599,3186206,FARM-007,2020-03-20,2020-03-20 18:49:51,Afternoon,8.57,3.75,3.59,325547,39.3,MCH-20,1051,Grade A,4.74,7.55,2.94,4.2,6.56,No
176739549,2750084,FARM-026,2021-11-07,2021-11-07 04:38:13,Afternoon,5.91,5.23,4.28,210355,38.3,MCH-15,1136,Grade C,4.93,5.88,3.48,6.4,6.82,No
278296555,8095426,FARM-020,2023-04-15,2023-04-15 13:01:24,Afternoon,8.68,4.32,2.73,223742,38.1,MCH-30,1085,Grade B,4.71,8.14,2.25,12.9,6.75,No
893801092,1217520,FARM-005,2021-04-10,2021-04-10 03:04:20,Evening,8.88,4.25,4.01,705121,39.3,MCH-23,1029,Grade B,4.74,4.48,0.86,9.6,6.75,Yes
948028955,6056977,FARM-019,2020-08-16,2020-08-16 09:38:41,Evening,14.13,5.1,3.57,412791,38.2,MCH-10,1012,Grade A,4.42,5.2,1.48,3.6,6.64,No
531113089,5830358,FARM-025,2024-01-01,2024-01-01 05:36:45,Evening,9.39,4.41,4.1,312549,38.5,MCH-11,1029,Grade B,4.53,5.36,1.85,10.0,6.82,No
172979130,6106258,FARM-020,2023-01-15,2023-01-15 09:42:01,Morning,11.61,3.26,2.89,333420,39.2,MCH-16,1031,Grade B,4.64,6.73,1.85,6.3,6.64,No
510405599,2597613,FARM-009,2021-12-07,2021-12-07 19:52:07,Afternoon,10.41,5.8,3.77,474105,39.2,MCH-21,1080,Grade A,4.8,4.28,1.64,5.4,6.55,No
460930359,8876745,FARM-016,2020-06-08,2020-06-08 02:51:59,Morning,10.55,3.01,3.81,651821,39.5,MCH-11,1112,Grade B,4.14,5.46,0.99,6.9,6.74,No
572404992,3754127,FARM-037,2023-07-05,2023-07-05 06:19:02,Evening,9.34,4.54,2.73,788171,38.8,MCH-07,1095,Grade B,4.27,7.19,0.72,14.4,6.47,No
755297000,6257190,FARM-039,2024-01-10,2024-01-10 12:07:28,Morning,17.65,4.89,3.85,352985,39.1,MCH-28,1144,Grade A,4.78,5.89,1.64,10.4,6.65,No
408302817,7833134,FARM-019,2022-08-29,2022-08-29 15:44:51,Morning,17.39,4.37,3.3,415901,38.8,MCH-28,1062,Grade B,4.44,7.06,2.81,9.1,6.43,No
966271869,6109570,FARM-011,2023-05-30,2023-05-30 12:06:20,Morning,13.48,4.62,4.31,666623,39.4,MCH-11,1107,Grade B,4.48,5.24,2.68,5.4,6.72,No
987563758,3690622,FARM-026,2022-10-18,2022-10-18 00:51:14,Evening,12.13,3.1,3.05,849041,38.2,MCH-18,1103,Grade A,4.22,8.37,1.95,7.7,6.66,No
191895327,1110690,FARM-035,2020-03-31,2020-03-31 13:55:59,Morning,9.48,3.09,4.18,134821,38.6,MCH-17,1022,Grade A,4.29,5.97,2.97,13.3,6.56,No
736022842,1985700,FARM-020,2022-06-01,2022-06-01 10:32:47,Evening,10.82,3.95,4.42,211462,38.2,MCH-01,1047,Grade B,4.05,5.16,0.62,9.4,6.41,Yes
460092993,1070138,FARM-028,2023-07-31,2023-07-31 02:28:01,Morning,18.07,5.25,2.79,224882,39.0,MCH-04,1013,Grade B,4.36,7.52,1.41,9.7,6.5,Yes
898660467,1923227,FARM-002,2022-06-29,2022-06-29 23:59:23,Afternoon,12.74,3.73,4.33,828329,39.4,MCH-10,1049,Grade B,5.2,6.79,1.26,5.2,6.56,No
580117719,2672723,FARM-026,2020-12-06,2020-12-06 11:43:48,Morning,10.55,4.57,2.72,188696,38.2,MCH-20,1124,Grade A,4.9,4.96,1.45,4.9,6.81,No
378001351,1783099,FARM-034,2021-04-07,2021-04-07 01:40:47,Afternoon,1.75,3.51,3.98,781010,39.1,MCH-18,1001,Grade B,5.13,5.05,3.47,14.7,6.54,No
609459113,9788196,FARM-030,2023-06-28,2023-06-28 18:27:09,Evening,7.94,4.89,3.22,582236,38.8,MCH-13,1007,Grade A,4.41,4.12,2.0,4.3,6.84,No
973469192,6679880,FARM-014,2024-06-26,2024-06-26 13:45:50,Morning,12.93,5.69,2.83,649493,39.3,MCH-14,1131,Grade A,4.62,7.55,1.43,10.9,6.75,No
327932621,8473546,FARM-031,2020-05-20,2020-05-20 11:30:37,Afternoon,9.7,3.24,2.77,196410,38.2,MCH-14,1145,Grade A,5.05,7.77,2.35,5.2,6.64,No
403337540,7838943,FARM-014,2022-01-09,2022-01-09 00:34:11,Morning,12.49,4.51,2.95,78636,39.2,MCH-16,1016,Grade B,5.19,4.49,1.2,11.2,6.84,No
867879606,9612679,FARM-009,2023-07-29,2023-07-29 19:21:31,Afternoon,10.97,5.86,2.94,395008,39.4,MCH-07,1052,Grade A,4.13,5.25,1.02,6.4,6.57,No
229310087,9140297,FARM-013,2024-02-13,2024-02-13 11:24:39,Morning,12.73,5.77,4.22,265738,38.7,MCH-02,1039,Grade C,4.06,7.29,2.7,14.7,6.77,Yes
992641716,3345135,FARM-030,2023-07-11,2023-07-11 22:15:55,Evening,9.61,4.39,3.51,257658,39.1,MCH-03,1150,Grade B,4.92,6.73,1.18,10.3,6.84,No
130950651,6024905,FARM-003,2020-09-18,2020-09-18 05:02:28,Evening,13.62,3.43,3.44,343467,39.1,MCH-03,1029,Grade B,5.12,5.08,2.47,10.5,6.84,No
188642876,2127988,FARM-036,2023-05-24,2023-05-24 21:24:46,Evening,12.76,4.18,2.58,395320,39.4,MCH-20,1064,Grade C,4.19,4.41,1.06,7.1,6.76,No
978188667,3429724,FARM-040,2020-06-21,2020-06-21 19:09:29,Morning,15.62,3.58,4.16,570339,38.3,MCH-21,1119,Grade A,4.76,7.97,2.81,9.4,6.48,No
808476953,4418084,FARM-018,2024-09-17,2024-09-17 17:13:39,Morning,13.79,3.68,4.02,138279,38.6,MCH-25,1067,Grade B,4.97,5.98,2.05,13.8,6.63,No
654118680,6217400,FARM-008,2021-08-17,2021-08-17 10:01:46,Morning,9.53,3.41,2.58,869639,38.5,MCH-04,1059,Grade A,5.0,7.98,2.71,10.7,6.77,No
673879987,3653705,FARM-005,2023-10-18,2023-10-18 21:28:36,Evening,8.93,3.02,3.49,63622,39.2,MCH-05,1112,Rejected,4.37,7.01,1.04,14.0,6.68,No
592133831,9957402,FARM-031,2022-02-15,2022-02-15 13:56:21,Morning,9.59,3.76,2.59,503864,38.6,MCH-06,1148,Grade A,4.32,5.62,1.19,9.9,6.43,No
393562203,5081983,FARM-034,2023-10-26,2023-10-26 02:28:52,Afternoon,5.87,3.39,4.06,657216,38.8,MCH-21,1004,Rejected,4.36,7.63,0.58,14.9,6.82,No
492497411,4038296,FARM-030,2023-07-18,2023-07-18 16:35:55,Evening,12.69,4.64,3.89,704758,38.7,MCH-19,1021,Grade A,4.32,5.0,3.25,13.1,6.68,Yes
797241899,3223631,FARM-039,2021-06-12,2021-06-12 14:18:37,Morning,21.25,3.38,2.64,111829,39.1,MCH-22,1070,Grade B,4.57,7.58,0.64,9.2,6.4,No
669808984,3791109,FARM-012,2023-04-26,2023-04-26 17:44:11,Afternoon,6.47,5.92,4.0,452042,38.0,MCH-29,1133,Grade A,4.76,7.16,1.2,10.5,6.57,Yes
964533282,8448641,FARM-039,2023-06-03,2023-06-03 18:07:13,Morning,18.2,4.24,4.19,805714,38.9,MCH-30,1015,Grade B,4.79,7.23,1.54,3.9,6.82,No
805264535,6555122,FARM-030,2022-07-07,2022-07-07 20:03:52,Afternoon,17.69,4.58,3.23,345969,38.1,MCH-14,1090,Grade C,4.47,6.99,2.09,13.5,6.75,No
270182426,2720773,FARM-001,2020-02-15,2020-02-15 05:35:43,Morning,12.88,4.19,3.33,443344,38.3,MCH-17,1028,Grade C,4.35,5.54,2.37,4.4,6.66,No
693085675,8875173,FARM-016,2024-09-27,2024-09-27 07:02:16,Morning,16.72,3.03,3.24,867888,39.0,MCH-27,1125,Grade A,4.13,7.32,3.03,9.5,6.88,No
829943784,8359513,FARM-019,2020-11-07,2020-11-07 21:09:37,Afternoon,13.49,4.19,4.03,347696,39.1,MCH-19,1001,Grade A,4.14,4.52,3.04,11.7,6.65,No
879817847,5636946,FARM-002,2022-04-20,2022-04-20 23:26:16,Morning,16.03,3.39,3.21,787770,38.4,MCH-07,1132,Grade B,4.42,6.63,3.45,7.4,6.53,No
646284077,6907545,FARM-026,2021-09-22,2021-09-22 23:02:39,Evening,5.5,5.78,4.23,899383,38.1,MCH-24,1054,Grade B,4.56,7.34,3.26,10.3,6.51,No
537010138,1734947,FARM-003,2024-11-26,2024-11-26 14:45:31,Morning,13.48,3.25,2.72,589019,38.9,MCH-02,1079,Grade A,4.42,6.16,2.04,5.7,6.81,No
935832662,1122310,FARM-027,2021-04-12,2021-04-12 21:54:02,Morning,10.69,4.39,2.55,392307,39.0,MCH-13,1023,Grade A,4.33,5.97,2.57,6.8,6.47,No
522487434,3087766,FARM-008,2024-02-14,2024-02-14 12:07:19,Morning,20.82,5.47,2.63,576259,39.3,MCH-11,1043,Grade C,4.46,7.18,2.43,3.2,6.78,No
840431024,3950904,FARM-033,2021-11-11,2021-11-11 15:58:44,Morning,13.92,3.04,2.78,296826,38.4,MCH-20,1140,Grade A,4.02,7.73,0.83,3.0,6.45,No
705040805,7542286,FARM-011,2022-02-12,2022-02-12 09:15:54,Afternoon,10.81,4.57,2.73,206920,39.0,MCH-05,1089,Grade A,4.23,5.5,0.62,10.7,6.86,No
402542502,4855635,FARM-016,2024-12-25,2024-12-25 16:15:08,Morning,13.9,3.22,3.93,627444,39.3,MCH-06,1075,Grade A,4.84,6.88,2.65,4.4,6.83,No
711212480,2060687,FARM-033,2021-10-22,2021-10-22 10:30:13,Afternoon,10.91,4.95,2.85,251769,39.4,MCH-24,1025,Grade A,4.97,7.49,1.48,6.1,6.85,No
779772603,2483915,FARM-009,2023-07-17,2023-07-17 07:23:20,Evening,10.2,3.69,4.48,495589,39.3,MCH-28,1001,Grade A,4.63,6.27,2.43,5.0,6.45,No
175613280,2101965,FARM-009,2024-08-26,2024-08-26 16:22:03,Evening,14.6,4.64,4.18,107173,39.3,MCH-18,1140,Grade B,4.73,7.92,1.46,6.4,6.65,No
669433216,4293399,FARM-038,2020-01-24,2020-01-24 10:33:18,Afternoon,13.66,3.11,3.33,864042,38.9,MCH-08,1111,Grade A,4.97,4.04,1.95,11.7,6.57,No
441052224,2861110,FARM-028,2023-01-08,2023-01-08 15:33:14,Evening,12.6,5.1,2.72,189050,38.2,MCH-18,1097,Grade A,4.53,8.33,1.12,5.8,6.69,No
744115692,9368955,FARM-014,2022-07-24,2022-07-24 13:40:16,Afternoon,13.12,4.24,3.32,79762,38.3,MCH-01,1134,Grade A,4.42,4.66,1.35,6.6,6.75,No
363155224,8485810,FARM-030,2021-03-13,2021-03-13 17:31:30,Evening,11.92,3.12,4.05,706950,39.3,MCH-08,1119,Grade B,4.03,4.31,2.51,12.7,6.69,No
482623239,5342524,FARM-028,2020-12-15,2020-12-15 18:51:54,Morning,17.31,4.61,3.5,270897,38.4,MCH-25,1048,Grade A,4.43,5.99,2.41,7.4,6.46,No
416870964,1142206,FARM-027,2024-11-02,2024-11-02 13:27:20,Evening,8.97,4.61,4.03,484719,38.1,MCH-16,1050,Grade B,4.73,7.08,3.45,8.9,6.67,No
922687116,1675388,FARM-021,2020-12-03,2020-12-03 19:04:30,Afternoon,12.65,4.68,3.02,106724,39.1,MCH-16,1146,Grade C,4.34,6.48,1.0,6.2,6.73,No
603184137,6168426,FARM-010,2023-10-03,2023-10-03 00:47:07,Evening,17.11,3.77,3.19,621335,39.3,MCH-03,1117,Grade A,5.1,6.71,2.18,13.0,6.49,No
671662813,1107003,FARM-011,2021-05-15,2021-05-15 08:41:29,Morning,11.85,3.25,2.97,718074,39.2,MCH-26,1027,Grade A,5.05,5.87,2.7,9.8,6.47,No
871207627,5392266,FARM-026,2020-12-16,2020-12-16 05:05:34,Afternoon,14.26,4.95,2.75,569035,39.2,MCH-29,1023,Grade C,4.63,8.36,2.35,11.4,6.6,No
734567753,4219293,FARM-036,2021-06-03,2021-06-03 07:48:52,Afternoon,9.35,5.44,2.67,576140,38.0,MCH-25,1076,Grade A,4.94,4.46,0.63,13.7,6.78,Yes
483538951,5157165,FARM-015,2023-12-06,2023-12-06 04:13:13,Evening,9.15,3.67,3.79,535128,39.5,MCH-20,1111,Grade B,4.78,5.75,3.17,5.9,6.5,No
960075306,3811450,FARM-033,2023-04-02,2023-04-02 09:57:16,Morning,13.08,3.13,4.36,656834,38.3,MCH-12,1067,Grade A,4.31,6.9,0.67,14.5,6.62,No
438258450,1296097,FARM-031,2021-07-30,2021-07-30 22:02:45,Morning,15.55,4.67,3.0,578231,38.1,MCH-19,1016,Grade A,4.41,7.11,2.87,6.5,6.59,No
357424915,5815154,FARM-001,2020-08-22,2020-08-22 19:26:14,Afternoon,15.71,4.53,3.33,627150,38.5,MCH-23,1147,Grade B,4.3,8.18,2.59,3.5,6.76,No
125547502,9595744,FARM-021,2024-05-26,2024-05-26 02:18:13,Morning,17.32,5.92,3.42,456810,38.3,MCH-11,1054,Grade A,4.82,6.09,2.65,9.9,6.75,No
825415473,8282524,FARM-007,2022-01-28,2022-01-28 07:54:37,Evening,9.5,4.42,3.69,435915,39.0,MCH-16,1037,Grade A,4.46,5.32,2.29,5.5,6.8,No
881977497,1690923,FARM-003,2021-08-11,2021-08-11 01:21:59,Morning,14.3,4.16,3.08,424681,39.3,MCH-04,1077,Grade A,4.17,4.82,3.06,10.2,6.43,No
527012887,6005260,FARM-035,2020-12-06,2020-12-06 15:38:18,Morning,15.58,3.4,2.72,268286,38.0,MCH-09,1143,Grade A,4.78,7.98,2.14,10.8,6.85,No
753210787,4674286,FARM-014,2020-02-20,2020-02-20 17:06:21,Afternoon,7.52,5.97,4.25,648748,39.0,MCH-29,1040,Grade A,4.92,4.2,1.33,6.6,6.62,No
307508947,6765619,FARM-032,2021-05-25,2021-05-25 05:23:34,Afternoon,13.22,3.73,4.44,847459,38.3,MCH-17,1091,Grade A,4.88,6.85,2.7,10.3,6.68,No
655810360,1262233,FARM-031,2022-06-23,2022-06-23 15:21:15,Morning,16.7,4.94,3.99,526583,38.3,MCH-13,1135,Grade B,5.16,6.36,1.1,6.2,6.74,No
176415608,4756912,FARM-004,2023-07-27,2023-07-27 12:34:17,Morning,10.53,3.42,4.45,639532,38.7,MCH-06,1135,Grade A,4.86,6.57,1.95,13.8,6.77,No
780995863,6877681,FARM-003,2021-07-08,2021-07-08 14:02:50,Evening,9.02,5.69,3.0,726506,38.2,MCH-18,1014,Grade B,4.34,5.56,3.17,9.0,6.65,Yes
342686530,3578837,FARM-028,2023-12-05,2023-12-05 08:29:56,Morning,13.37,4.58,3.59,480248,38.3,MCH-04,1076,Grade A,4.47,5.54,0.81,10.6,6.53,No
388593531,8787307,FARM-022,2020-05-31,2020-05-31 07:21:53,Morning,15.87,4.21,2.59,349043,39.3,MCH-14,1061,Grade A,4.35,4.17,1.21,9.6,6.61,No
909474865,1512765,FARM-009,2023-08-15,2023-08-15 21:20:59,Evening,6.41,4.06,2.77,847269,38.1,MCH-17,1110,Grade B,5.03,4.52,2.84,10.2,6.65,No
215829176,2782809,FARM-008,2020-07-04,2020-07-04 08:04:13,Afternoon,10.22,3.83,4.45,161866,39.4,MCH-22,1148,Grade A,4.6,5.38,3.48,6.3,6.59,No
504902814,5171761,FARM-021,2023-10-14,2023-10-14 23:45:46,Morning,8.82,4.35,2.99,439182,38.8,MCH-28,1016,Grade B,4.34,4.31,1.86,8.0,6.56,No
155887495,7463219,FARM-021,2023-08-09,2023-08-09 21:30:56,Afternoon,9.97,5.49,3.24,502311,38.7,MCH-03,1127,Grade A,4.48,6.18,2.82,3.3,6.56,No
379507394,1577888,FARM-006,2021-12-03,2021-12-03 02:47:19,Morning,10.39,3.12,4.35,718366,38.3,MCH-21,1062,Grade B,4.53,8.43,2.01,4.5,6.57,No
